t_monotonic,ax,ay,az,gx,gy,gz
233419.768072,-0.153,-0.29,1.088,43.34,-23.32,125.64
233419.774301,-0.137,-0.346,1.077,48.83,-23.19,116.52
233419.784657,-0.113,-0.39,1.056,49.04,-22.71,108.19
233419.798844,-0.089,-0.406,1.04,44.07,-22.37,100.28
233419.804050,-0.066,-0.399,1.021,36.41,-22.25,92.72
233419.814564,-0.049,-0.367,1.006,29.6,-21.85,85.6
233419.824918,-0.026,-0.336,0.993,24.78,-21.52,79.23
233419.838051,-0.003,-0.304,0.965,20.75,-21.21,72.27
233419.844369,0.026,-0.277,0.941,19.41,-20.2,63.97
233419.853941,0.05,-0.254,0.939,20.6,-18.31,55.24
233419.864935,0.065,-0.246,0.949,21.52,-15.81,47.24
233419.877797,0.072,-0.252,0.966,19.75,-13.28,39.98
233419.884094,0.079,-0.251,0.971,15.56,-10.77,33.17
233419.893760,0.101,-0.247,0.963,9.77,-8.27,27.38
233419.904200,0.127,-0.24,0.957,3.42,-6.5,21.21
233419.914845,0.138,-0.214,0.947,-2.01,-5.65,15.14
233419.928385,0.139,-0.182,0.936,-6.26,-5.07,9.61
233419.933540,0.137,-0.136,0.928,-8.36,-4.18,4.06
233419.943129,0.138,-0.098,0.915,-8.33,-2.75,-0.79
233419.954324,0.135,-0.07,0.924,-6.56,-0.58,-4.82
233419.964043,0.126,-0.054,0.939,-4.09,1.56,-7.84
233419.974226,0.122,-0.051,0.949,-1.95,3.48,-10.86
233419.984414,0.121,-0.05,0.967,-1.1,4.73,-13.61
233419.998272,0.117,-0.037,0.976,-1.46,5.1,-15.41
233420.003655,0.125,-0.024,0.964,-2.62,5.4,-16.42
233420.014590,0.125,-0.008,0.972,-4.3,5.65,-18.62
233420.024263,0.109,0.007,0.973,-6.59,5.16,-20.6
233420.041846,0.101,0.029,0.977,-8.73,4.91,-22.25
233420.045207,0.097,0.06,0.98,-10.77,4.49,-22.46
233420.058260,0.101,0.064,0.978,-12.39,4.0,-22.34
233420.065005,0.113,0.066,0.998,-13.03,4.12,-22.4
233420.074886,0.109,0.066,1.019,-13.7,3.6,-21.21
233420.085656,0.105,0.061,1.02,-15.11,2.69,-19.14
233420.097971,0.108,0.069,1.015,-17.91,1.8,-17.7
233420.103687,0.112,0.084,1.014,-20.39,0.7,-16.39
233420.113696,0.11,0.102,1.019,-20.23,-0.31,-15.23
233420.123836,0.105,0.122,1.027,-17.58,-0.98,-13.76
233420.134635,0.102,0.127,1.023,-12.76,-1.34,-12.12
233420.147971,0.109,0.118,1.032,-0.64,-1.62,-9.83
233420.153749,0.106,0.102,1.038,4.43,-1.59,-8.91
233420.162938,0.108,0.067,1.021,7.45,-0.95,-9.22
233420.173958,0.123,0.032,1.01,7.93,-1.28,-9.86
233420.183591,0.12,0.016,1.018,7.32,-1.92,-9.89
233420.195511,0.117,-0.008,1.012,5.86,-2.11,-10.19
233420.204553,0.117,-0.011,1.007,3.54,-2.78,-11.2
233420.217818,0.111,-0.014,1.007,1.1,-2.84,-12.3
233420.223554,0.109,-0.022,1.003,-0.64,-2.41,-13.55
233420.233502,0.11,-0.016,1.005,-2.38,-2.23,-15.14
233420.243658,0.108,-0.001,1.015,-3.97,-2.04,-15.63
233420.253850,0.111,0.009,1.024,-3.97,-1.86,-15.59
233420.264519,0.116,0.01,1.025,-2.59,-1.37,-15.78
233420.278118,0.129,0.006,1.012,-0.64,-0.52,-16.3
233420.283376,0.142,0.002,1.01,0.46,-0.09,-16.75
233420.294032,0.145,-0.002,1.017,0.92,-0.09,-17.24
233420.304504,0.147,-0.004,1.017,0.52,0.09,-17.76
233420.314612,0.153,-0.005,1.016,-0.24,0.46,-18.46
233420.324916,0.154,0.005,1.016,-1.37,0.73,-19.29
233420.339400,0.147,0.017,1.016,-2.93,0.79,-19.47
233420.344267,0.141,0.031,1.016,-4.12,1.16,-18.98
233420.353604,0.141,0.043,1.015,-4.55,1.65,-18.31
233420.363972,0.137,0.049,1.017,-4.3,1.77,-17.64
233420.374343,0.127,0.052,1.016,-4.03,1.89,-16.75
233420.385132,0.124,0.048,1.011,-4.27,2.35,-15.87
233420.399193,0.13,0.05,1.005,-4.55,2.78,-15.29
233420.405262,0.133,0.057,1.005,-4.76,2.62,-14.59
233420.414042,0.122,0.07,1.009,-4.91,1.89,-13.73
233420.424567,0.118,0.077,1.01,-4.43,1.43,-12.51
233420.434720,0.122,0.081,1.017,-3.05,0.85,-11.69
233420.447679,0.115,0.084,1.021,-1.95,0.37,-10.96
233420.453941,0.111,0.087,1.022,-0.82,0.15,-9.61
233420.463620,0.11,0.084,1.019,-0.21,0.06,-8.33
233420.473592,0.109,0.079,1.018,-0.27,-0.09,-7.35
233420.484939,0.109,0.069,1.012,-0.64,0.03,-6.56
233420.494062,0.117,0.06,1.011,-1.46,0.27,-6.01
233420.504365,0.122,0.048,1.009,-2.96,-0.18,-5.74
233420.514577,0.12,0.049,1.006,-4.94,-0.73,-5.46
233420.528149,0.124,0.057,1.001,-6.16,-1.01,-4.39
233420.534336,0.129,0.062,1.001,-6.26,-1.46,-3.39
233420.543438,0.127,0.07,1.004,-5.92,-2.44,-2.66
233420.553952,0.123,0.076,1.003,-4.58,-3.05,-1.71
233420.564747,0.118,0.084,0.997,-2.41,-3.14,-0.92
233420.574292,0.114,0.089,0.993,0.03,-2.99,0.21
233420.584386,0.112,0.084,0.995,3.2,-2.35,0.95
233420.594733,0.113,0.071,0.997,6.2,-1.77,1.43
233420.608075,0.112,0.056,0.996,7.66,-1.74,1.68
233420.616679,0.118,0.042,0.993,8.36,-1.92,2.01
233420.623603,0.12,0.036,0.988,7.93,-2.11,2.2
233420.633913,0.12,0.033,0.983,6.26,-2.11,2.53
233420.643979,0.118,0.04,0.98,4.21,-2.01,2.84
233420.654192,0.111,0.047,0.992,2.93,-1.59,3.54
233420.664557,0.104,0.044,1.0,2.2,-1.13,4.58
233420.677752,0.1,0.038,1.003,0.92,-0.64,5.52
233420.683637,0.103,0.03,1.003,-0.46,0.12,6.41
233420.693252,0.106,0.025,1.004,-2.04,0.27,6.65
233420.703590,0.105,0.03,1.01,-3.66,-0.06,6.9
233420.714400,0.108,0.033,1.015,-4.36,-0.21,7.17
233420.724288,0.115,0.029,1.012,-3.97,-0.52,6.78
233420.734519,0.116,0.025,1.006,-3.3,-0.58,6.29
233420.744835,0.119,0.02,1.005,-3.05,-0.58,6.26
233420.758070,0.119,0.019,1.008,-2.9,-0.24,6.23
233420.763885,0.118,0.018,1.021,-2.14,0.15,6.47
233420.773828,0.12,0.007,1.025,-1.01,0.15,6.62
233420.783797,0.125,-0.004,1.021,-0.55,0.15,6.2
233420.793999,0.133,-0.01,1.02,-0.89,0.24,5.52
233420.805295,0.133,-0.009,1.017,-1.34,-0.46,4.91
233420.814672,0.128,-0.008,1.012,-1.74,-1.01,3.94
233420.829185,0.124,-0.01,1.007,-2.01,-0.79,2.81
233420.833677,0.122,-0.011,1.0,-1.83,-0.09,1.68
233420.843485,0.118,-0.015,0.998,-1.68,0.46,0.98
233420.854932,0.114,-0.018,1.001,-1.92,0.67,0.58
233420.864074,0.112,-0.025,1.003,-2.69,0.64,0.31
233420.874322,0.113,-0.032,0.994,-3.57,0.43,-0.52
233420.884832,0.114,-0.032,0.986,-5.01,0.4,-1.77
233420.894867,0.112,-0.026,0.982,-6.5,0.7,-2.69
233420.908172,0.11,-0.017,0.981,-7.11,1.28,-3.42
233420.914791,0.107,-0.008,0.978,-6.74,1.95,-4.33
233420.923704,0.1,0.005,0.974,-5.98,2.84,-5.01
233420.934232,0.103,0.016,0.975,-4.82,3.91,-5.16
233420.944280,0.098,0.03,0.983,-2.53,4.49,-5.04
233420.955823,0.092,0.038,0.996,0.46,4.91,-4.79
233420.964536,0.092,0.035,1.001,3.08,5.49,-4.79
233420.977772,0.097,0.024,1.002,4.88,5.74,-4.82
233420.984423,0.098,0.021,1.011,5.16,5.52,-5.04
233420.993634,0.1,0.018,1.014,4.03,5.1,-5.01
233421.003837,0.107,0.014,1.005,2.53,4.79,-4.79
233421.014265,0.117,0.007,1.014,0.61,4.03,-5.16
233421.024521,0.11,0.014,1.03,-1.56,2.32,-5.58
233421.034460,0.103,0.025,1.034,-3.17,0.85,-5.16
233421.044500,0.109,0.03,1.029,-3.88,0.27,-4.55
233421.057910,0.112,0.035,1.029,-3.72,-0.09,-4.36
233421.063292,0.106,0.038,1.027,-2.72,-0.43,-4.18
233421.073149,0.1,0.037,1.027,-1.13,-0.31,-3.33
233421.083605,0.103,0.03,1.029,0.52,0.15,-2.84
233421.093712,0.11,0.016,1.027,1.62,0.21,-2.62
233421.104061,0.115,0.003,1.022,1.68,0.4,-2.66
233421.114385,0.117,-0.005,1.025,0.64,0.67,-2.9
233421.127607,0.11,-0.009,1.033,-0.92,0.79,-2.96
233421.133237,0.104,-0.013,1.032,-2.47,0.98,-2.9
233421.143005,0.103,-0.019,1.044,-4.36,1.68,-2.84
233421.153458,0.108,-0.026,1.047,-5.92,1.65,-2.93
233421.163890,0.115,-0.032,1.043,-7.35,1.25,-3.39
233421.173794,0.118,-0.026,1.047,-8.67,0.4,-4.03
233421.184133,0.122,-0.01,1.05,-8.88,-0.52,-4.52
233421.194313,0.122,0.006,1.045,-7.51,-1.07,-4.91
233421.207741,0.12,0.017,1.043,-4.79,-1.77,-5.49
233421.213719,0.114,0.021,1.04,-2.17,-2.62,-6.01
233421.223104,0.11,0.016,1.033,0.06,-3.14,-6.74
233421.233625,0.117,0.007,1.022,2.32,-3.69,-7.75
233421.243806,0.115,0.008,1.015,3.2,-4.52,-8.79
233421.254073,0.103,0.013,1.011,3.02,-5.01,-8.7
233421.264339,0.1,0.02,0.998,2.75,-4.85,-8.27
233421.277759,0.1,0.023,0.983,2.17,-4.33,-7.93
233421.283154,0.1,0.024,0.978,1.65,-3.72,-7.48
233421.293110,0.097,0.026,0.972,1.1,-3.11,-6.9
233421.303504,0.096,0.021,0.96,0.49,-2.11,-6.56
233421.313593,0.105,0.015,0.96,-0.15,-1.53,-6.84
233421.323942,0.108,0.016,0.971,-2.08,-1.71,-7.32
233421.334330,0.103,0.023,0.977,-4.24,-2.01,-7.26
233421.344507,0.1,0.039,0.974,-5.37,-1.86,-7.02
233421.357935,0.1,0.051,0.975,-5.04,-1.28,-6.29
233421.364882,0.097,0.057,0.973,-3.54,-0.61,-5.01
233421.373590,0.103,0.053,0.976,-1.43,0.34,-3.85
233421.383676,0.11,0.04,0.984,0.73,0.92,-3.42
233421.393996,0.115,0.026,0.985,2.35,1.1,-3.48
233421.404202,0.114,0.022,0.987,2.78,1.25,-3.75
233421.414944,0.113,0.019,0.991,3.17,1.5,-3.97
233421.428042,0.118,0.009,0.985,4.0,1.68,-4.21
233421.433996,0.117,0.006,0.991,3.81,1.46,-4.58
233421.443163,0.109,0.008,0.997,3.11,1.22,-4.24
233421.456788,0.109,0.008,0.991,2.9,1.4,-3.69
233421.464101,0.115,0.006,0.994,2.84,1.8,-3.48
233421.474132,0.114,0.003,1.01,2.47,2.01,-3.69
233421.484399,0.109,0.0,1.019,2.26,2.11,-4.21
233421.494830,0.111,0.002,1.019,1.83,2.32,-4.55
233421.508002,0.116,0.008,1.023,1.83,2.47,-5.19
233421.513618,0.111,0.015,1.026,2.38,2.23,-5.74
233421.523463,0.104,0.018,1.016,3.45,2.2,-5.86
233421.533739,0.109,0.014,1.005,4.64,2.87,-5.83
233421.544027,0.113,0.006,1.011,5.22,3.2,-6.2
233421.556029,0.098,0.002,1.026,4.82,2.93,-6.2
233421.564657,0.091,-0.005,1.029,3.57,2.47,-5.86
233421.577785,0.104,-0.011,1.023,1.89,2.01,-6.16
233421.583564,0.115,0.001,1.029,-0.31,1.34,-6.56
233421.593737,0.111,0.011,1.035,-1.68,0.31,-6.41
233421.603510,0.108,0.021,1.03,-1.74,-0.49,-6.5
233421.613902,0.104,0.027,1.026,-0.98,-0.73,-6.71
233421.624162,0.098,0.027,1.02,0.24,-1.13,-6.47
233421.634460,0.093,0.024,1.006,1.31,-0.98,-6.01
233421.645032,0.096,0.018,0.996,2.04,-0.43,-5.89
233421.657875,0.101,0.011,0.996,2.17,0.09,-5.92
233421.664220,0.1,0.002,0.986,1.19,0.46,-6.26
233421.673348,0.1,0.005,0.983,-0.52,1.07,-6.59
233421.683721,0.108,0.012,0.988,-1.92,1.71,-6.56
233421.694019,0.108,0.017,0.996,-2.62,1.62,-6.87
233421.705348,0.103,0.016,0.993,-3.57,1.04,-7.08
233421.714514,0.098,0.025,0.992,-4.15,1.22,-7.23
233421.728047,0.097,0.037,1.005,-2.78,1.13,-6.56
233421.735808,0.091,0.043,1.009,-1.5,1.34,-6.01
233421.743505,0.088,0.037,1.012,-0.82,1.65,-5.74
233421.753898,0.092,0.032,1.021,-0.52,1.1,-5.74
233421.764037,0.103,0.027,1.026,-0.64,0.18,-6.38
233421.774093,0.106,0.025,1.021,-0.46,-0.55,-7.17
233421.784719,0.105,0.023,1.025,0.21,-1.1,-7.63
233421.795764,0.098,0.025,1.028,0.52,-1.77,-7.45
233421.809156,0.093,0.027,1.027,0.55,-1.77,-6.56
233421.814522,0.096,0.023,1.028,0.92,-1.59,-5.65
233421.823611,0.097,0.016,1.034,1.07,-1.65,-5.22
233421.833625,0.096,0.008,1.031,1.01,-2.01,-4.97
233421.845092,0.105,0.002,1.029,0.85,-2.5,-5.31
233421.854096,0.111,0.008,1.04,0.46,-3.11,-6.13
233421.864612,0.098,0.016,1.044,0.61,-4.03,-6.35
233421.874794,0.089,0.014,1.044,1.28,-4.7,-6.59
233421.888196,0.076,0.018,1.05,1.62,-5.74,-6.71
233421.893820,0.06,0.029,1.051,1.1,-7.42,-6.26
233421.904060,0.04,0.049,1.052,0.52,-9.58,-5.34
233421.914203,0.025,0.074,1.064,0.52,-11.81,-4.21
233421.924142,0.005,0.099,1.074,1.07,-14.68,-2.84
233421.934877,-0.021,0.116,1.08,1.98,-17.98,-0.31
233421.948290,-0.049,0.128,1.097,2.78,-21.97,2.35
233421.953755,-0.078,0.136,1.133,3.57,-27.77,5.1
233421.963921,-0.118,0.135,1.159,3.11,-36.62,8.03
233421.975713,-0.169,0.138,1.163,0.27,-47.85,11.38
233421.986047,-0.219,0.143,1.12,-4.43,-59.76,15.11
233421.998904,-0.259,0.171,1.067,-9.86,-69.83,18.62
233422.004130,-0.277,0.206,1.001,-10.04,-77.15,23.26
233422.014094,-0.268,0.228,0.948,-2.96,-80.32,29.36
233422.024327,-0.226,0.196,0.936,6.81,-80.9,35.52
233422.034894,-0.197,0.115,0.936,16.54,-81.79,37.72
233422.048050,-0.196,0.034,0.901,22.43,-82.52,36.1
233422.054601,-0.194,-0.018,0.852,21.7,-81.91,32.32
233422.064365,-0.168,-0.039,0.812,19.93,-80.51,26.67
233422.074844,-0.123,-0.054,0.796,21.03,-79.71,19.99
233422.088249,-0.085,-0.076,0.781,21.85,-81.51,11.81
233422.094260,-0.064,-0.094,0.767,19.2,-84.05,2.26
233422.104204,-0.054,-0.076,0.759,13.98,-86.52,-7.54
233422.114612,-0.03,-0.026,0.769,8.76,-88.05,-15.75
233422.129340,0.004,0.011,0.792,5.31,-88.87,-22.58
233422.135175,0.022,0.02,0.813,3.3,-89.72,-29.97
233422.145218,0.022,0.042,0.805,-0.21,-90.82,-38.3
233422.155752,0.023,0.099,0.798,-5.19,-91.19,-46.75
233422.164875,0.04,0.149,0.806,-4.76,-89.88,-55.21
233422.179222,0.056,0.179,0.804,4.39,-88.02,-65.89
233422.184447,0.06,0.199,0.774,17.21,-86.92,-77.67
233422.194360,0.099,0.201,0.73,29.6,-84.93,-90.03
233422.204814,0.209,0.187,0.701,39.19,-82.77,-103.18
233422.218704,0.324,0.179,0.673,43.61,-82.37,-116.64
233422.224986,0.391,0.201,0.668,42.3,-82.83,-129.89
233422.234524,0.41,0.245,0.682,34.67,-83.62,-141.97
233422.248139,0.408,0.278,0.714,24.87,-83.83,-153.94
233422.253871,0.394,0.306,0.753,18.28,-83.22,-167.58
233422.264271,0.369,0.337,0.777,12.39,-83.13,-181.4
233422.274753,0.401,0.37,0.792,8.24,-82.58,-193.3
233422.289221,0.501,0.411,0.79,7.6,-81.97,-202.83
233422.295446,0.599,0.464,0.786,9.09,-82.58,-209.45
233422.304592,0.667,0.551,0.774,10.77,-84.2,-214.73
233422.316635,0.727,0.671,0.789,14.07,-86.09,-218.88
233422.328444,0.753,0.799,0.812,22.22,-88.93,-221.29
233422.334789,0.724,0.907,0.827,33.85,-94.03,-223.06
233422.345124,0.686,0.934,0.819,48.16,-99.67,-222.51
233422.357904,0.659,0.863,0.784,63.36,-104.65,-221.26
233422.367596,0.646,0.731,0.725,74.98,-109.16,-221.47
233422.374484,0.649,0.596,0.66,76.42,-113.83,-222.72
233422.387955,0.659,0.511,0.615,65.71,-117.71,-224.04
233422.394210,0.688,0.49,0.593,44.86,-120.46,-222.69
233422.404703,0.712,0.511,0.61,16.69,-122.32,-219.12
233422.418195,0.707,0.568,0.642,-12.79,-123.69,-215.16
233422.424656,0.696,0.644,0.682,-38.15,-124.15,-211.25
233422.434779,0.681,0.701,0.717,-56.06,-124.27,-207.83
233422.447780,0.646,0.734,0.715,-65.4,-124.27,-205.45
233422.453988,0.611,0.753,0.697,-69.73,-123.72,-201.97
233422.465059,0.589,0.749,0.685,-70.83,-122.9,-197.52
233422.477692,0.574,0.723,0.675,-68.58,-122.38,-193.85
233422.484079,0.548,0.7,0.661,-65.61,-122.23,-190.65
233422.494553,0.528,0.69,0.644,-63.23,-121.71,-186.44
233422.507757,0.527,0.694,0.619,-60.55,-120.46,-181.71
233422.513945,0.544,0.699,0.599,-57.71,-118.93,-176.58
233422.524746,0.56,0.702,0.585,-55.21,-117.37,-171.67
233422.538170,0.562,0.711,0.582,-55.21,-115.6,-166.69
233422.544065,0.553,0.722,0.594,-57.5,-114.11,-160.77
233422.554542,0.54,0.729,0.606,-60.24,-112.58,-154.79
233422.567651,0.528,0.742,0.606,-63.45,-111.55,-148.81
233422.573806,0.518,0.769,0.611,-68.88,-110.42,-142.28
233422.584297,0.515,0.786,0.639,-75.41,-109.26,-135.53
233422.597601,0.519,0.776,0.663,-79.74,-108.89,-129.67
233422.605816,0.511,0.757,0.657,-83.77,-109.41,-125.16
233422.614603,0.496,0.755,0.64,-90.0,-109.5,-120.64
233422.627628,0.487,0.761,0.646,-97.05,-109.04,-115.88
233422.633829,0.478,0.766,0.664,-102.02,-108.98,-110.9
233422.644517,0.466,0.763,0.684,-103.31,-108.65,-105.84
233422.657680,0.45,0.756,0.699,-100.5,-107.61,-100.89
233422.664566,0.44,0.743,0.711,-94.52,-106.39,-95.89
233422.674288,0.435,0.729,0.714,-87.13,-105.26,-91.01
233422.688636,0.431,0.711,0.717,-79.32,-104.28,-86.21
233422.694665,0.431,0.696,0.724,-71.44,-103.4,-82.06
233422.704138,0.428,0.69,0.731,-63.81,-102.45,-78.62
233422.714836,0.43,0.686,0.742,-57.5,-101.84,-74.68
233422.728096,0.427,0.676,0.75,-52.4,-101.44,-70.41
233422.734159,0.418,0.657,0.752,-47.03,-100.86,-66.26
233422.744272,0.406,0.636,0.746,-42.82,-99.55,-62.07
233422.754828,0.398,0.619,0.745,-40.83,-97.57,-57.16
233422.768021,0.397,0.612,0.748,-39.61,-95.43,-51.94
233422.774194,0.405,0.612,0.739,-38.27,-93.6,-46.97
233422.784179,0.415,0.621,0.734,-36.62,-91.77,-42.12
233422.794807,0.419,0.629,0.726,-35.1,-89.42,-37.57
233422.808355,0.423,0.63,0.708,-32.65,-86.79,-33.33
233422.815246,0.431,0.625,0.685,-28.84,-83.47,-29.69
233422.824119,0.443,0.621,0.665,-25.09,-79.71,-26.4
233422.835157,0.449,0.616,0.653,-21.85,-75.99,-23.07
233422.848165,0.453,0.608,0.645,-19.5,-72.02,-19.62
233422.854263,0.457,0.602,0.633,-17.73,-67.72,-16.79
233422.864194,0.463,0.597,0.624,-16.48,-63.57,-14.37
233422.875134,0.475,0.59,0.626,-16.45,-59.57,-12.24
233422.888390,0.488,0.575,0.63,-17.24,-56.12,-11.41
233422.894324,0.487,0.565,0.619,-19.14,-52.83,-11.6
233422.905026,0.485,0.566,0.598,-21.21,-49.81,-11.29
233422.914783,0.486,0.576,0.573,-22.71,-47.0,-9.89
233422.927963,0.488,0.581,0.551,-22.92,-44.07,-7.97
233422.934079,0.495,0.575,0.528,-20.54,-40.96,-6.59
233422.943885,0.502,0.56,0.514,-16.42,-38.06,-6.01
233422.956240,0.511,0.536,0.509,-12.7,-35.71,-5.83
233422.964988,0.521,0.516,0.508,-9.7,-33.72,-5.89
233422.977956,0.53,0.508,0.51,-8.09,-32.23,-5.86
233422.983979,0.542,0.51,0.518,-7.75,-31.19,-5.92
233422.993715,0.549,0.531,0.531,-7.81,-30.46,-6.29
233423.004276,0.552,0.563,0.54,-7.75,-30.03,-5.77
233423.014362,0.552,0.584,0.543,-5.55,-28.75,-5.55
233423.024739,0.556,0.594,0.538,-1.34,-26.73,-6.32
233423.038280,0.561,0.596,0.542,3.42,-24.29,-7.45
233423.044267,0.56,0.594,0.551,6.53,-22.06,-8.73
233423.055000,0.547,0.597,0.565,7.81,-20.39,-9.86
233423.064540,0.53,0.606,0.575,8.03,-18.89,-10.07
233423.074609,0.516,0.614,0.579,8.61,-17.24,-9.89
233423.087850,0.51,0.612,0.576,9.13,-15.84,-9.0
233423.093755,0.507,0.608,0.564,8.3,-14.65,-6.99
233423.103867,0.505,0.603,0.555,6.04,-13.7,-4.43
233423.113823,0.5,0.594,0.546,3.72,-12.91,-2.14
233423.125769,0.501,0.591,0.539,1.53,-12.42,-0.49
233423.135447,0.509,0.587,0.539,-0.85,-12.15,1.28
233423.148244,0.518,0.584,0.542,-3.08,-12.15,2.26
233423.153920,0.522,0.579,0.537,-4.91,-12.76,2.56
233423.163994,0.527,0.574,0.525,-6.56,-13.21,2.29
233423.173915,0.534,0.581,0.509,-7.78,-13.43,1.65
233423.184318,0.544,0.588,0.506,-8.67,-13.58,0.85
233423.194743,0.55,0.591,0.499,-8.82,-13.89,-0.58
233423.208659,0.55,0.593,0.497,-8.82,-13.82,-2.47
233423.214619,0.551,0.593,0.512,-9.67,-13.67,-4.94
233423.224171,0.549,0.596,0.519,-11.69,-13.82,-7.48
233423.234530,0.55,0.609,0.526,-13.82,-13.73,-9.37
233423.244974,0.553,0.616,0.534,-15.05,-13.46,-10.86
233423.258442,0.553,0.622,0.536,-14.95,-13.18,-12.05
233423.264476,0.553,0.625,0.537,-15.05,-13.03,-12.63
233423.274472,0.562,0.626,0.557,-15.47,-13.12,-13.28
233423.284855,0.56,0.627,0.578,-16.72,-13.95,-14.65
233423.298408,0.557,0.637,0.6,-20.23,-17.06,-16.66
233423.304224,0.549,0.644,0.614,-20.72,-18.8,-16.94
233423.314293,0.542,0.652,0.619,-21.03,-20.42,-16.88
233423.324957,0.538,0.649,0.621,-20.57,-21.73,-17.0
233423.339359,0.535,0.638,0.619,-19.5,-22.46,-17.18
233423.345227,0.535,0.627,0.618,-18.37,-22.77,-17.18
233423.354253,0.538,0.599,0.604,-17.24,-22.4,-17.15
233423.364824,0.547,0.589,0.595,-16.21,-21.39,-17.0
233423.378121,0.556,0.583,0.592,-16.21,-20.29,-16.91
233423.384293,0.561,0.579,0.59,-17.24,-19.01,-17.18
233423.394328,0.568,0.576,0.589,-18.22,-17.55,-17.98
233423.404853,0.579,0.562,0.601,-19.87,-16.75,-18.8
233423.418005,0.587,0.545,0.614,-23.38,-17.0,-19.9
233423.425324,0.589,0.543,0.621,-28.69,-17.79,-20.84
233423.434461,0.585,0.553,0.63,-34.85,-19.14,-20.94
233423.444667,0.58,0.564,0.64,-40.56,-20.69,-20.42
233423.458241,0.575,0.573,0.648,-45.26,-22.61,-19.38
233423.466475,0.572,0.58,0.646,-48.55,-24.63,-18.37
233423.474363,0.566,0.594,0.641,-50.57,-26.4,-17.37
233423.484827,0.559,0.615,0.631,-51.15,-27.68,-16.21
233423.498144,0.55,0.637,0.62,-49.1,-28.26,-15.08
233423.504492,0.545,0.659,0.61,-44.8,-28.29,-13.95
233423.514702,0.542,0.674,0.609,-39.09,-28.05,-13.03
233423.524794,0.54,0.669,0.609,-32.32,-27.86,-12.36
233423.538082,0.541,0.647,0.603,-26.31,-27.31,-12.85
233423.544787,0.541,0.626,0.605,-22.58,-26.83,-13.7
233423.554129,0.534,0.618,0.608,-21.18,-26.76,-14.13
233423.564738,0.532,0.615,0.621,-20.36,-26.89,-13.92
233423.578250,0.531,0.608,0.627,-20.14,-27.25,-13.49
233423.584674,0.531,0.602,0.622,-21.49,-27.5,-12.82
233423.594464,0.537,0.6,0.608,-23.01,-27.38,-12.27
233423.605105,0.543,0.602,0.594,-24.9,-26.7,-11.84
233423.618268,0.55,0.605,0.581,-27.22,-25.91,-11.38
233423.624223,0.559,0.602,0.574,-28.05,-24.69,-11.35
233423.634123,0.563,0.598,0.573,-27.41,-23.44,-12.02
233423.644910,0.57,0.589,0.585,-26.43,-22.1,-12.79
233423.658144,0.575,0.579,0.6,-25.88,-21.42,-13.46
233423.664537,0.576,0.577,0.608,-26.25,-21.3,-13.61
233423.674347,0.582,0.582,0.615,-26.37,-21.3,-12.88
233423.685357,0.593,0.58,0.618,-24.84,-21.36,-11.44
233423.698451,0.598,0.569,0.621,-22.55,-21.49,-9.43
233423.704068,0.597,0.556,0.614,-20.81,-22.34,-7.23
233423.714049,0.59,0.548,0.608,-20.11,-23.16,-4.94
233423.724502,0.586,0.537,0.599,-20.08,-23.8,-3.17
233423.734971,0.582,0.525,0.583,-20.39,-24.32,-1.8
233423.748136,0.58,0.512,0.572,-21.7,-24.69,-1.13
233423.754194,0.584,0.502,0.575,-24.2,-24.84,-1.59
233423.764162,0.577,0.503,0.585,-28.96,-25.18,-3.11
233423.775996,0.565,0.512,0.598,-35.0,-25.64,-5.28
233423.787971,0.567,0.53,0.614,-39.98,-25.54,-8.12
233423.794002,0.572,0.561,0.636,-43.12,-25.21,-10.68
233423.804976,0.571,0.589,0.65,-44.68,-24.84,-12.85
233423.814830,0.579,0.606,0.658,-43.24,-23.56,-15.26
233423.828925,0.586,0.614,0.662,-39.09,-21.94,-17.55
233423.834198,0.591,0.609,0.669,-34.73,-20.66,-18.74
233423.845389,0.599,0.588,0.673,-30.18,-19.5,-19.14
233423.855183,0.61,0.561,0.657,-23.99,-18.16,-19.01
233423.867874,0.626,0.531,0.636,-17.3,-17.33,-17.43
233423.875200,0.646,0.493,0.622,-11.57,-16.85,-15.2
233423.884021,0.662,0.449,0.617,-7.51,-17.12,-13.46
233423.894268,0.662,0.407,0.611,-5.46,-18.59,-12.73
233423.904859,0.651,0.374,0.598,-8.09,-20.84,-12.73
233423.918145,0.65,0.357,0.594,-14.68,-22.92,-12.91
233423.924397,0.651,0.354,0.59,-22.1,-24.41,-13.58
233423.934569,0.644,0.366,0.582,-29.3,-25.15,-14.19
233423.945249,0.635,0.387,0.588,-35.52,-25.09,-14.28
233423.958095,0.63,0.405,0.605,-38.42,-24.48,-14.65
233423.965626,0.62,0.413,0.615,-39.16,-23.96,-14.8
233423.974232,0.614,0.407,0.611,-38.67,-22.98,-15.08
233423.984879,0.619,0.392,0.602,-37.11,-21.15,-16.27
233423.998152,0.635,0.369,0.578,-35.28,-18.65,-18.59
233424.005338,0.655,0.336,0.559,-34.55,-15.69,-21.3
233424.014202,0.681,0.304,0.559,-35.1,-12.94,-24.72
233424.024851,0.693,0.282,0.572,-37.97,-10.83,-28.23
233424.038407,0.692,0.278,0.593,-42.36,-9.25,-31.13
233424.044462,0.7,0.274,0.62,-46.51,-7.81,-32.72
233424.054980,0.717,0.266,0.64,-49.35,-6.71,-33.66
