t_monotonic,ax,ay,az,gx,gy,gz
233424.064402,0.729,0.262,0.636,-51.45,-5.71,-34.27
233424.074961,0.752,0.268,0.619,-52.06,-3.39,-34.06
233424.088268,0.783,0.274,0.61,-50.9,-0.61,-33.51
233424.094342,0.803,0.254,0.596,-49.9,1.65,-34.52
233424.104147,0.792,0.244,0.618,-50.75,4.06,-38.42
233424.115627,0.731,0.302,0.663,-55.67,4.61,-42.05
233424.129042,0.665,0.394,0.718,-67.14,3.72,-41.84
233424.133958,0.675,0.479,0.784,-76.14,4.39,-41.14
233424.143793,0.725,0.524,0.811,-77.03,5.37,-41.11
233424.154136,0.777,0.502,0.798,-72.21,6.07,-41.47
233424.165290,0.806,0.453,0.775,-68.24,6.1,-42.27
233424.177958,0.824,0.416,0.761,-68.21,4.76,-42.05
233424.184195,0.85,0.371,0.755,-70.44,3.2,-42.36
233424.193841,0.87,0.323,0.774,-73.82,0.37,-45.26
233424.204447,0.858,0.283,0.8,-76.78,-3.48,-50.17
233424.215071,0.822,0.257,0.794,-79.41,-6.96,-54.54
233424.228043,0.788,0.256,0.772,-83.35,-8.7,-56.64
233424.234231,0.769,0.273,0.765,-85.88,-8.55,-58.6
233424.243986,0.739,0.278,0.751,-85.33,-8.0,-61.68
233424.254413,0.679,0.292,0.732,-81.55,-6.38,-66.41
233424.264876,0.588,0.331,0.721,-77.06,-3.6,-70.71
233424.280277,0.528,0.348,0.7,-72.24,1.01,-73.58
233424.284311,0.508,0.313,0.662,-65.28,8.36,-78.55
233424.294189,0.523,0.246,0.613,-58.2,17.52,-85.91
233424.304860,0.554,0.165,0.569,-51.82,27.31,-94.09
233424.318087,0.545,0.092,0.542,-49.81,36.19,-102.57
233424.324304,0.48,0.078,0.544,-54.51,43.18,-108.74
233424.334514,0.396,0.112,0.577,-62.38,49.47,-113.68
233424.347857,0.379,0.12,0.619,-67.69,56.12,-115.79
233424.354679,0.368,0.135,0.641,-70.65,62.23,-122.07
233424.364203,0.325,0.136,0.646,-69.89,69.0,-131.81
233424.374965,0.259,0.149,0.643,-68.03,75.44,-138.4
233424.388171,0.166,0.237,0.671,-66.74,82.4,-145.76
233424.394344,0.041,0.395,0.693,-59.76,89.51,-152.23
233424.404577,-0.069,0.568,0.708,-42.18,96.93,-155.95
233424.417997,-0.145,0.705,0.743,-15.5,104.43,-159.12
233424.424030,-0.191,0.779,0.777,15.56,110.32,-160.53
233424.434563,-0.201,0.759,0.828,45.11,113.74,-162.45
233424.447943,-0.216,0.68,0.871,68.21,113.22,-166.91
233424.453989,-0.208,0.541,0.842,79.68,108.31,-169.62
233424.465033,-0.242,0.431,0.787,76.11,100.59,-172.55
233424.478376,-0.261,0.434,0.754,66.04,93.36,-172.73
233424.484117,-0.293,0.507,0.748,54.63,84.75,-166.08
233424.494980,-0.312,0.594,0.763,46.14,77.76,-156.59
233424.504875,-0.308,0.667,0.782,42.45,73.89,-146.06
233424.518176,-0.311,0.686,0.813,41.6,70.89,-135.56
233424.524288,-0.301,0.683,0.835,40.53,67.51,-125.74
233424.534614,-0.26,0.663,0.831,39.37,63.84,-116.95
233424.547879,-0.226,0.633,0.8,38.39,59.6,-110.26
233424.554834,-0.217,0.63,0.771,36.5,54.93,-104.28
233424.564307,-0.198,0.638,0.747,35.92,50.54,-97.26
233424.575905,-0.184,0.645,0.723,37.63,46.72,-89.85
233424.589422,-0.172,0.653,0.73,38.06,43.64,-82.55
233424.595399,-0.201,0.656,0.766,35.86,40.89,-75.96
233424.604363,-0.234,0.643,0.793,31.8,39.61,-70.13
233424.615298,-0.241,0.63,0.801,25.03,38.64,-63.6
233424.629184,-0.233,0.596,0.76,16.97,37.69,-57.34
233424.635612,-0.214,0.589,0.741,8.36,35.98,-50.17
233424.644039,-0.165,0.6,0.777,1.62,31.83,-40.07
233424.654390,-0.121,0.616,0.806,-0.34,26.28,-32.38
233424.665986,-0.117,0.653,0.85,-1.25,20.14,-26.03
233424.679479,-0.123,0.675,0.912,-1.19,14.89,-21.15
233424.684735,-0.169,0.684,0.946,-0.49,11.08,-19.04
233424.695223,-0.202,0.673,0.93,0.55,9.67,-17.06
233424.704495,-0.195,0.652,0.908,1.86,9.89,-14.4
233424.715125,-0.177,0.638,0.899,2.9,8.97,-11.72
233424.728215,-0.155,0.607,0.87,6.62,7.14,-9.25
233424.734784,-0.145,0.574,0.852,10.13,5.37,-8.45
233424.743820,-0.14,0.559,0.86,11.14,3.72,-9.37
233424.753858,-0.163,0.569,0.868,9.31,2.72,-12.05
233424.764390,-0.199,0.602,0.867,5.25,2.26,-13.82
233424.774702,-0.217,0.638,0.865,1.31,2.08,-13.67
233424.787933,-0.232,0.657,0.861,-1.13,1.62,-12.02
233424.793809,-0.226,0.649,0.856,-0.55,1.28,-9.52
233424.803505,-0.215,0.631,0.832,1.74,0.61,-6.01
233424.814117,-0.182,0.628,0.817,3.39,-0.76,-2.04
233424.825294,-0.157,0.63,0.813,4.76,-3.05,0.55
233424.834329,-0.153,0.631,0.81,5.19,-4.73,0.79
233424.844510,-0.172,0.644,0.816,4.33,-5.52,0.24
233424.855344,-0.2,0.647,0.823,2.53,-5.4,0.31
233424.868176,-0.219,0.64,0.814,-1.95,-4.09,2.38
233424.874031,-0.217,0.64,0.808,-2.62,-3.75,4.58
233424.883709,-0.203,0.63,0.795,-1.71,-4.24,6.78
233424.893854,-0.186,0.615,0.78,0.21,-5.19,8.42
233424.904441,-0.159,0.61,0.776,2.35,-6.84,9.19
233424.914720,-0.142,0.62,0.782,3.88,-8.3,8.7
233424.924747,-0.186,0.658,0.805,5.37,-8.58,8.27
233424.938071,-0.198,0.664,0.801,7.97,-7.97,7.93
233424.944087,-0.194,0.64,0.789,11.08,-6.47,8.06
233424.954014,-0.178,0.604,0.771,12.73,-5.46,8.39
233424.964619,-0.168,0.571,0.747,11.17,-5.04,8.18
233424.974575,-0.152,0.563,0.741,7.26,-5.04,7.54
233424.984776,-0.146,0.57,0.744,3.66,-5.34,6.47
233424.995227,-0.162,0.58,0.75,-0.09,-5.37,5.71
233425.008193,-0.169,0.59,0.75,-3.91,-4.3,5.52
233425.014176,-0.17,0.604,0.756,-6.5,-2.9,5.13
233425.023587,-0.176,0.623,0.761,-7.17,-2.2,5.04
233425.033814,-0.168,0.63,0.761,-5.77,-1.83,5.74
233425.045280,-0.154,0.628,0.756,-3.11,-1.65,6.56
233425.054926,-0.15,0.622,0.754,-1.62,-1.01,7.05
233425.064612,-0.158,0.614,0.762,-1.5,0.03,7.26
233425.078165,-0.163,0.612,0.763,-1.74,0.4,7.17
233425.084281,-0.165,0.607,0.757,-1.56,0.7,7.51
233425.093732,-0.157,0.601,0.747,-0.18,0.61,8.67
233425.103919,-0.146,0.603,0.75,2.01,-0.03,9.55
233425.113954,-0.123,0.6,0.753,5.34,-0.64,9.61
233425.124747,-0.128,0.587,0.751,7.57,-0.98,8.42
233425.134580,-0.135,0.582,0.753,7.39,-0.55,6.5
233425.145061,-0.151,0.584,0.761,5.71,0.06,4.36
233425.158106,-0.166,0.585,0.763,3.66,0.92,2.84
233425.165011,-0.169,0.591,0.76,1.68,1.65,2.72
233425.173516,-0.166,0.592,0.755,0.82,2.11,3.45
233425.183986,-0.155,0.589,0.746,1.34,2.23,4.49
233425.195586,-0.133,0.587,0.734,2.66,2.35,5.19
233425.204544,-0.115,0.584,0.731,3.88,2.72,4.76
233425.214926,-0.121,0.584,0.738,3.97,2.56,3.48
233425.228289,-0.141,0.576,0.747,3.17,3.02,1.74
233425.234130,-0.156,0.569,0.748,1.04,3.88,-0.37
233425.243760,-0.162,0.58,0.755,-1.83,4.61,-1.37
233425.253778,-0.164,0.59,0.753,-3.78,5.22,-1.07
233425.264091,-0.166,0.596,0.761,-4.33,5.34,-0.15
233425.274286,-0.151,0.588,0.762,-3.6,5.1,0.95
233425.284677,-0.135,0.582,0.765,-2.87,4.49,1.68
233425.295142,-0.132,0.581,0.767,-3.72,4.21,1.19
233425.308157,-0.129,0.583,0.762,-4.46,4.91,-0.67
233425.314099,-0.146,0.596,0.777,-4.7,5.74,-2.9
233425.323559,-0.17,0.601,0.791,-4.55,6.47,-4.46
233425.333819,-0.179,0.603,0.795,-4.39,7.29,-5.28
233425.344201,-0.177,0.603,0.799,-4.52,7.35,-4.79
233425.354296,-0.171,0.603,0.803,-4.52,6.78,-3.97
233425.365763,-0.151,0.598,0.807,-3.85,6.32,-2.53
233425.378544,-0.141,0.592,0.805,-3.17,5.52,-1.89
233425.383895,-0.151,0.59,0.812,-3.85,4.79,-1.83
233425.393419,-0.155,0.589,0.82,-4.73,4.18,-2.38
233425.403709,-0.162,0.588,0.814,-5.28,3.85,-2.62
233425.415450,-0.173,0.588,0.809,-6.04,3.78,-2.2
233425.424342,-0.178,0.589,0.808,-6.93,3.57,-1.8
233425.434568,-0.174,0.592,0.806,-6.84,3.2,-1.34
233425.444936,-0.178,0.603,0.817,-5.92,2.2,-0.09
233425.458091,-0.178,0.612,0.816,-4.09,0.92,1.65
233425.464809,-0.167,0.606,0.805,-1.1,0.43,2.87
233425.473951,-0.153,0.584,0.793,1.68,0.46,3.05
233425.485288,-0.149,0.57,0.794,2.93,0.52,2.26
233425.494144,-0.16,0.555,0.796,2.9,0.92,1.07
233425.504504,-0.177,0.545,0.789,1.13,1.59,-0.73
233425.514700,-0.179,0.543,0.779,-1.95,2.29,-2.29
233425.529560,-0.183,0.566,0.788,-4.36,2.5,-2.59
233425.534781,-0.187,0.587,0.796,-4.43,2.29,-2.04
233425.543405,-0.175,0.589,0.795,-2.56,2.01,-1.4
233425.553651,-0.157,0.582,0.795,-0.82,1.89,-1.04
233425.564340,-0.162,0.573,0.798,-0.15,1.65,-1.74
233425.574202,-0.177,0.577,0.804,-0.4,1.68,-2.72
233425.584495,-0.185,0.583,0.806,-0.61,1.68,-3.36
233425.594817,-0.193,0.586,0.801,-0.31,2.01,-3.2
233425.608123,-0.19,0.585,0.796,0.31,2.38,-2.35
233425.614821,-0.181,0.581,0.8,0.98,2.23,-1.5
233425.623461,-0.168,0.573,0.795,1.77,1.83,-1.13
233425.633767,-0.157,0.574,0.795,2.2,1.5,-1.43
233425.644051,-0.156,0.583,0.797,2.23,1.13,-1.71
233425.654461,-0.16,0.584,0.799,2.23,1.19,-2.38
233425.664565,-0.172,0.581,0.8,1.71,1.77,-3.42
233425.675689,-0.18,0.569,0.796,0.73,2.41,-4.64
233425.688722,-0.191,0.573,0.796,-1.56,2.81,-5.22
233425.696345,-0.195,0.59,0.802,-3.88,2.5,-4.49
233425.704147,-0.193,0.609,0.806,-4.61,1.56,-2.93
233425.715418,-0.178,0.608,0.806,-3.27,0.92,-1.28
233425.725614,-0.155,0.598,0.811,-1.59,0.4,-0.67
233425.735975,-0.16,0.597,0.815,-1.19,-0.24,-0.92
233425.745582,-0.169,0.603,0.812,-1.28,0.03,-1.8
233425.758254,-0.179,0.611,0.812,-0.58,0.31,-2.59
233425.764071,-0.189,0.615,0.808,0.92,0.21,-2.62
233425.773467,-0.192,0.609,0.799,2.44,0.34,-1.83
233425.783892,-0.186,0.59,0.792,3.42,0.21,-0.85
233425.794538,-0.178,0.571,0.795,3.69,-0.43,-0.67
233425.804436,-0.172,0.563,0.795,2.59,-1.37,-0.67
233425.814673,-0.172,0.574,0.799,0.89,-2.08,-0.73
233425.825132,-0.171,0.592,0.804,-0.03,-2.38,-0.58
233425.838297,-0.183,0.602,0.804,0.06,-2.14,-0.73
233425.845372,-0.19,0.595,0.805,1.07,-1.43,-0.85
233425.853519,-0.195,0.589,0.799,1.92,-1.31,-1.01
233425.863946,-0.193,0.591,0.795,2.5,-1.53,-0.21
233425.874203,-0.179,0.583,0.787,4.03,-1.86,0.61
233425.884487,-0.162,0.564,0.772,5.71,-2.26,0.64
233425.895431,-0.161,0.546,0.765,5.8,-2.56,-0.21
233425.910671,-0.167,0.538,0.771,4.09,-2.47,-2.04
233425.914305,-0.175,0.542,0.774,1.74,-2.17,-4.09
233425.923457,-0.187,0.553,0.774,-0.7,-1.34,-5.98
233425.933971,-0.197,0.573,0.78,-2.35,-0.58,-6.53
233425.944263,-0.195,0.584,0.782,-2.53,-0.18,-6.44
233425.954373,-0.183,0.581,0.779,-1.19,0.15,-6.53
233425.964715,-0.168,0.574,0.776,0.52,-0.06,-6.32
233425.974921,-0.164,0.581,0.784,1.37,-0.7,-6.32
233425.988245,-0.17,0.594,0.789,2.17,-0.98,-6.38
233425.996409,-0.17,0.595,0.783,3.75,-0.52,-6.87
233426.003903,-0.18,0.589,0.775,4.67,0.27,-7.66
233426.014225,-0.19,0.576,0.767,4.27,1.19,-8.45
233426.024224,-0.195,0.57,0.765,2.84,1.95,-9.16
233426.035151,-0.189,0.576,0.768,1.31,2.04,-9.03
233426.044874,-0.18,0.581,0.768,0.09,1.71,-8.0
233426.058119,-0.171,0.584,0.769,-0.64,1.28,-6.35
233426.064573,-0.172,0.595,0.773,-1.31,0.73,-4.67
233426.073443,-0.176,0.599,0.776,-1.56,0.37,-3.54
233426.083936,-0.179,0.598,0.775,-1.13,0.21,-3.3
233426.094101,-0.19,0.599,0.778,-0.76,0.55,-3.39
233426.104354,-0.2,0.594,0.777,-0.12,1.22,-3.54
233426.114625,-0.199,0.581,0.776,0.18,1.77,-3.69
233426.125009,-0.193,0.573,0.768,0.0,2.08,-4.03
233426.138299,-0.196,0.565,0.767,-0.7,2.17,-4.21
233426.144093,-0.195,0.554,0.766,-2.04,2.04,-4.55
233426.153623,-0.186,0.559,0.768,-3.51,2.08,-4.82
233426.164816,-0.19,0.576,0.784,-5.01,2.08,-4.97
233426.174351,-0.187,0.585,0.792,-5.37,2.29,-5.13
233426.184533,-0.192,0.587,0.793,-5.49,2.81,-6.01
233426.195051,-0.203,0.593,0.8,-5.74,3.14,-6.96
233426.208234,-0.206,0.6,0.803,-5.68,3.33,-7.75
233426.215101,-0.209,0.614,0.806,-5.16,2.75,-7.39
233426.223571,-0.207,0.626,0.807,-4.06,1.92,-5.89
233426.233823,-0.2,0.618,0.808,-2.35,1.56,-4.43
233426.244800,-0.202,0.602,0.804,-0.98,1.13,-3.33
233426.254223,-0.197,0.584,0.797,-1.34,0.67,-2.75
233426.264654,-0.194,0.582,0.796,-3.14,0.06,-2.93
233426.275557,-0.195,0.588,0.796,-5.19,-0.46,-3.2
233426.288323,-0.195,0.589,0.79,-6.84,-0.64,-3.2
233426.294331,-0.197,0.59,0.779,-8.45,-0.4,-3.17
233426.304040,-0.203,0.601,0.78,-10.44,-0.06,-3.48
233426.314296,-0.207,0.614,0.784,-11.38,0.09,-3.54
233426.324707,-0.212,0.627,0.781,-11.23,0.21,-3.66
233426.335124,-0.211,0.637,0.768,-10.13,0.46,-3.23
233426.349480,-0.201,0.646,0.749,-8.48,0.98,-2.72
233426.355979,-0.197,0.656,0.732,-6.65,1.16,-2.11
233426.364029,-0.197,0.66,0.713,-4.61,1.8,-2.38
233426.373648,-0.205,0.668,0.7,-3.66,2.99,-3.2
233426.385149,-0.206,0.676,0.681,-3.39,4.49,-4.12
233426.395073,-0.213,0.686,0.671,-4.27,6.01,-4.73
233426.404739,-0.232,0.709,0.662,-6.44,7.26,-4.43
233426.415051,-0.24,0.744,0.641,-8.58,8.67,-3.02
233426.428244,-0.234,0.778,0.612,-8.73,10.38,-0.34
233426.434222,-0.228,0.8,0.589,-8.15,12.27,2.66
233426.444032,-0.232,0.817,0.571,-7.08,16.24,8.15
233426.454849,-0.222,0.831,0.551,-7.42,18.25,10.01
233426.464856,-0.222,0.849,0.542,-8.79,20.17,12.45
233426.478292,-0.257,0.866,0.531,-10.59,22.89,17.06
233426.485150,-0.267,0.866,0.517,-12.57,26.06,21.64
233426.494382,-0.259,0.86,0.511,-13.64,29.36,25.33
233426.504919,-0.248,0.847,0.512,-14.44,32.44,28.41
233426.518252,-0.232,0.851,0.516,-17.09,35.37,31.59
233426.525554,-0.212,0.866,0.533,-20.94,38.0,33.08
233426.534628,-0.249,0.888,0.569,-25.57,40.25,33.42
233426.546186,-0.315,0.913,0.583,-30.67,42.42,35.19
233426.558374,-0.345,0.935,0.575,-34.79,45.35,38.58
233426.564893,-0.36,0.958,0.59,-38.12,47.91,43.67
233426.574337,-0.365,0.97,0.617,-37.57,49.87,50.14
233426.585081,-0.345,0.951,0.62,-33.08,51.06,56.7
233426.599292,-0.336,0.943,0.635,-30.34,51.39,62.26
233426.604329,-0.34,0.944,0.66,-30.15,51.06,67.26
233426.614672,-0.358,0.948,0.669,-29.88,51.06,71.38
233426.625005,-0.371,0.945,0.677,-28.53,51.33,75.87
233426.638173,-0.392,0.939,0.68,-27.28,51.24,81.36
233426.644423,-0.401,0.917,0.678,-25.85,51.39,87.31
233426.654299,-0.417,0.881,0.648,-24.87,51.97,92.26
233426.665393,-0.438,0.839,0.61,-26.0,53.19,96.62
233426.678329,-0.453,0.801,0.583,-28.5,55.42,99.61
233426.684647,-0.447,0.785,0.592,-31.92,58.2,100.99
233426.694632,-0.44,0.785,0.608,-36.81,59.82,102.51
233426.707839,-0.437,0.777,0.601,-42.6,61.07,103.12
233426.715959,-0.459,0.787,0.583,-50.45,62.17,102.15
233426.724303,-0.486,0.818,0.549,-60.09,62.47,103.34
233426.734880,-0.516,0.873,0.486,-69.43,62.17,107.94
233426.748564,-0.559,0.96,0.421,-76.08,61.13,117.74
233426.754383,-0.728,1.047,0.354,-77.09,60.24,133.7
233426.765887,-0.844,1.023,0.305,-67.78,65.92,151.31
233426.778361,-0.8,0.921,0.311,-52.89,75.66,160.86
233426.785058,-0.771,0.803,0.363,-46.33,83.83,163.95
233426.795470,-0.794,0.674,0.401,-50.9,91.22,163.88
233426.806214,-0.793,0.596,0.41,-63.6,97.42,162.21
233426.818321,-0.814,0.611,0.44,-81.0,101.78,163.0
233426.824551,-0.844,0.633,0.487,-94.7,105.17,167.97
233426.835085,-0.88,0.625,0.554,-102.48,107.64,174.02
233426.848263,-0.896,0.601,0.608,-104.95,108.8,179.6
233426.854609,-0.887,0.578,0.681,-103.79,108.1,182.84
233426.867782,-0.845,0.527,0.746,-98.91,107.03,182.13
233426.873970,-0.808,0.47,0.811,-92.62,104.92,176.21
233426.884713,-0.806,0.435,0.856,-88.44,101.81,169.56
233426.895032,-0.834,0.454,0.873,-86.4,98.3,166.48
233426.908368,-0.851,0.508,0.871,-81.18,95.46,166.72
233426.915356,-0.884,0.581,0.876,-69.86,92.23,169.32
233426.924882,-0.934,0.616,0.871,-51.88,89.27,175.42
233426.938033,-0.942,0.555,0.861,-29.54,88.08,181.16
233426.944272,-0.933,0.422,0.851,-12.09,86.92,182.9
233426.954292,-0.938,0.313,0.844,-6.23,85.42,180.91
233426.964930,-0.966,0.268,0.814,-9.92,83.32,180.49
233426.978192,-0.938,0.241,0.791,-15.93,83.13,181.25
233426.984429,-0.909,0.221,0.795,-22.89,83.65,181.68
233426.995003,-0.914,0.235,0.783,-32.75,83.07,182.07
233427.008528,-0.896,0.282,0.791,-41.72,83.1,183.51
233427.014992,-0.881,0.324,0.797,-47.36,82.43,186.16
233427.024622,-0.87,0.309,0.846,-49.99,81.27,190.25
233427.035590,-0.88,0.239,0.852,-52.03,78.55,192.02
233427.048207,-0.857,0.187,0.853,-57.28,75.47,192.02
233427.054511,-0.838,0.162,0.84,-66.41,72.33,191.38
233427.064696,-0.857,0.194,0.811,-78.59,68.91,190.68
233427.078004,-0.866,0.235,0.773,-86.43,67.66,191.41
233427.084495,-0.9,0.294,0.755,-90.0,66.74,192.57
233427.095047,-0.935,0.361,0.767,-90.15,66.38,194.86
233427.105268,-0.951,0.386,0.764,-84.54,66.81,196.6
233427.118545,-0.945,0.387,0.782,-76.85,67.63,197.58
233427.124441,-0.91,0.348,0.8,-69.95,68.58,199.22
233427.134923,-0.907,0.306,0.768,-69.52,66.62,200.69
233427.147987,-0.933,0.322,0.727,-77.64,63.45,202.46
233427.154109,-0.928,0.381,0.706,-85.67,62.17,208.17
233427.164839,-0.868,0.371,0.724,-83.32,63.11,218.63
233427.175382,-0.82,0.259,0.74,-75.78,63.26,224.83
233427.188455,-0.827,0.175,0.75,-76.08,63.26,222.51
233427.195068,-0.814,0.118,0.753,-83.41,65.22,214.42
233427.205052,-0.775,0.064,0.813,-93.51,67.72,204.32
233427.218015,-0.793,0.013,0.817,-107.64,67.02,197.03
233427.224523,-0.806,0.007,0.799,-127.45,64.42,194.86
233427.234906,-0.774,0.065,0.848,-145.09,63.57,196.48
233427.247985,-0.719,0.193,0.911,-150.09,62.07,202.46
233427.255606,-0.712,0.274,0.929,-138.8,57.8,207.5
233427.265175,-0.772,0.333,0.913,-118.32,53.53,204.44
233427.278157,-0.822,0.408,0.903,-95.0,51.76,199.04
233427.284436,-0.831,0.426,0.899,-68.91,50.87,198.03
233427.294431,-0.845,0.368,0.893,-42.51,50.08,200.81
233427.305343,-0.849,0.321,0.861,-21.0,48.86,206.58
233427.318538,-0.838,0.308,0.812,-6.96,46.88,214.48
233427.324593,-0.787,0.313,0.849,7.48,47.33,224.71
233427.334595,-0.732,0.277,0.919,27.99,47.12,238.29
233427.348109,-0.716,0.145,0.979,47.3,43.37,249.95
233427.354274,-0.75,-0.028,0.966,54.66,38.58,253.55
233427.365194,-0.787,-0.132,0.96,44.16,34.3,253.4
233427.375309,-0.823,-0.197,0.96,27.19,31.1,254.28
233427.388372,-0.869,-0.225,0.882,8.7,27.53,258.52
233427.394713,-0.87,-0.216,0.847,-11.63,25.24,267.16
233427.404663,-0.77,-0.268,0.903,-28.02,27.01,275.28
233427.417904,-0.726,-0.383,0.932,-45.56,27.25,276.65
233427.425620,-0.727,-0.423,0.946,-74.01,26.28,274.33
233427.434474,-0.728,-0.344,0.933,-103.7,26.09,270.42
233427.445297,-0.697,-0.272,0.932,-123.17,28.26,266.18
233427.458736,-0.663,-0.234,0.945,-132.18,31.46,260.84
233427.464568,-0.655,-0.209,1.028,-139.29,32.29,256.69
233427.475074,-0.594,-0.237,1.099,-140.69,29.02,250.62
233427.488371,-0.529,-0.233,1.114,-136.75,21.49,241.71
233427.494676,-0.445,-0.218,1.142,-129.28,13.31,235.05
233427.505250,-0.375,-0.258,1.172,-117.19,6.81,227.64
233427.518134,-0.273,-0.367,1.212,-102.73,3.33,217.05
233427.524525,-0.255,-0.433,1.202,-92.72,-0.92,204.87
233427.534692,-0.268,-0.449,1.202,-89.3,-3.6,196.3
233427.546016,-0.261,-0.443,1.176,-86.37,-4.52,186.86
233427.559516,-0.279,-0.377,1.132,-81.61,-5.8,177.43
233427.565656,-0.292,-0.29,1.096,-72.82,-6.78,169.74
233427.575808,-0.271,-0.242,1.091,-56.92,-6.65,161.96
233427.585063,-0.272,-0.235,1.091,-39.67,-7.39,155.16
233427.599387,-0.271,-0.289,1.126,-27.59,-7.78,150.61
233427.604606,-0.26,-0.376,1.144,-21.06,-7.84,147.22
233427.614798,-0.234,-0.469,1.128,-20.33,-7.87,143.96
233427.626076,-0.186,-0.541,1.11,-26.18,-8.15,138.98
233427.639433,-0.155,-0.569,1.082,-37.57,-10.41,132.91
233427.645514,-0.13,-0.54,1.079,-50.51,-12.63,124.36
233427.654981,-0.099,-0.529,1.077,-58.5,-14.83,114.47
233427.669239,-0.07,-0.545,1.049,-63.36,-17.52,104.34
233427.674518,-0.04,-0.538,1.056,-68.73,-18.52,93.81
233427.684466,-0.022,-0.513,1.071,-71.96,-19.62,82.98
233427.695080,-0.009,-0.499,1.071,-70.13,-19.84,72.21
233427.708070,0.007,-0.476,1.06,-65.83,-19.47,62.17
233427.714887,0.025,-0.434,1.048,-59.08,-18.62,52.03
233427.724281,0.033,-0.383,1.041,-49.81,-17.82,42.51
233427.734900,0.034,-0.325,1.034,-37.63,-16.66,33.88
233427.748581,0.038,-0.282,1.028,-21.64,-14.77,25.12
233427.754351,0.036,-0.263,1.011,-4.09,-12.57,16.69
233427.764082,0.04,-0.262,1.003,12.76,-9.89,9.25
233427.774435,0.043,-0.264,0.998,27.31,-7.57,3.27
233427.784866,0.051,-0.271,0.986,38.15,-6.07,-1.43
233427.797377,0.068,-0.281,0.97,44.8,-4.85,-6.29
233427.808421,0.089,-0.288,0.963,47.12,-4.15,-11.41
233427.815677,0.079,-0.284,0.964,45.38,-4.3,-16.57
233427.824693,0.057,-0.259,0.964,40.28,-4.46,-20.97
233427.835053,0.052,-0.206,0.959,34.49,-4.43,-24.11
233427.848005,0.039,-0.148,0.952,30.27,-4.46,-26.52
233427.854634,0.026,-0.1,0.937,27.74,-4.55,-27.71
233427.863997,0.032,-0.061,0.927,27.34,-3.57,-27.22
233427.874522,0.04,-0.036,0.929,29.05,-2.26,-26.4
233427.885388,0.027,-0.025,0.94,29.97,-1.43,-25.45
233427.898312,0.033,-0.03,0.94,28.9,-0.09,-24.32
233427.905402,0.057,-0.043,0.932,26.64,1.77,-24.51
233427.915905,0.063,-0.051,0.933,22.43,3.08,-25.48
233427.924749,0.063,-0.059,0.944,17.15,3.97,-26.86
233427.935177,0.052,-0.066,0.949,10.77,4.0,-28.23
233427.948614,0.052,-0.059,0.948,3.54,3.66,-29.82
233427.954017,0.048,-0.034,0.949,-2.75,3.11,-30.46
233427.963904,0.033,-0.006,0.953,-6.41,2.69,-29.69
233427.974388,0.026,0.019,0.952,-7.66,2.96,-28.63
233427.984785,0.029,0.054,0.949,-6.47,4.24,-27.5
233427.995561,0.025,0.088,0.962,-2.38,5.74,-25.57
233428.008689,0.012,0.104,0.982,3.81,6.68,-24.02
233428.019233,0.019,0.085,0.987,17.82,9.83,-23.65
233428.024434,0.042,0.037,0.973,20.75,9.13,-24.38
233428.035039,0.044,0.002,1.001,19.81,7.08,-24.05
233428.045334,0.026,-0.022,1.024,15.75,5.8,-23.29
233428.058422,0.028,-0.035,1.02,9.74,5.04,-22.77
233428.064623,0.035,-0.041,1.011,2.87,4.61,-21.91
233428.074079,0.033,-0.022,1.012,-2.53,4.39,-21.33
233428.084452,0.02,0.002,1.008,-6.59,4.58,-21.18
233428.100243,0.025,0.011,1.005,-8.73,5.74,-21.09
233428.109454,0.031,0.016,1.008,-9.0,6.56,-21.0
233428.114862,0.026,0.014,1.016,-8.55,6.87,-20.75
233428.124803,0.02,0.007,1.03,-7.66,7.08,-20.23
233428.135128,0.031,-0.001,1.014,-6.47,7.97,-19.5
233428.144430,0.063,-0.003,1.012,-5.25,9.0,-19.01
233428.163656,0.061,0.003,1.043,-4.61,7.51,-18.25
233428.168557,0.041,0.005,1.06,-4.06,5.37,-17.91
233428.174938,0.044,0.006,1.061,-3.27,4.67,-18.19
233428.184089,0.063,0.005,1.039,-2.53,4.64,-18.19
233428.194389,0.082,0.007,1.029,-1.53,4.82,-18.62
233428.204847,0.073,0.014,1.047,0.0,3.85,-19.04
233428.215256,0.052,0.026,1.054,1.62,2.53,-18.68
233428.228093,0.046,0.043,1.054,2.72,1.68,-17.73
233428.234035,0.055,0.052,1.043,4.7,2.08,-16.6
233428.243862,0.065,0.04,1.025,7.32,3.02,-16.24
233428.254598,0.06,0.027,1.025,9.03,3.39,-16.39
233428.264660,0.047,0.023,1.034,8.85,3.08,-16.05
233428.275256,0.033,0.026,1.041,7.39,2.47,-15.59
233428.288395,0.026,0.03,1.038,5.71,2.2,-14.74
233428.294515,0.029,0.027,1.023,4.52,2.53,-13.92
233428.303945,0.039,0.021,1.021,3.51,3.08,-13.31
233428.314303,0.029,0.028,1.033,1.59,2.84,-12.48
233428.324587,0.019,0.041,1.033,-0.24,2.96,-11.05
233428.335525,0.035,0.045,1.035,-0.67,3.57,-9.98
233428.348251,0.035,0.043,1.047,-0.31,2.87,-9.49
233428.354359,0.026,0.041,1.051,-0.55,1.86,-8.79
233428.364009,0.027,0.04,1.046,-1.31,1.16,-7.93
